t,x,y,z
84.78,12.3662,17.734,25.1304
84.79,12.8826,17.8202,26.6866
84.8,13.3488,17.7094,28.2867
84.81,13.7498,17.3854,29.8919
84.82,14.0712,16.8406,31.4579
84.83,14.2995,16.0785,32.9376
84.84,14.4237,15.114,34.2844
84.85,14.4355,13.9741,35.4561
84.86,14.3307,12.6957,36.418
84.87,14.1092,11.3231,37.1466
84.88,13.7757,9.90441,37.6305
84.89,13.3385,8.48716,37.8709
84.9,12.8099,7.11492,37.8808
84.91,12.2048,5.82422,37.682
84.92,11.5395,4.64278,37.3029
84.93,10.8312,3.5889,36.7747
84.94,10.0965,2.6719,36.1294
84.95,9.35121,1.89324,35.3969
84.96,8.60926,1.2482,34.6039
84.97,7.88263,0.727527,33.7731
84.98,7.18114,0.319141,32.9228
84.99,6.51243,0.00947588,32.0671
85,5.88209,-0.215404,31.2167
85.01,5.2939,-0.369007,30.3789
85.02,4.74999,-0.463889,29.5587
85.03,4.25119,-0.511345,28.7591
85.04,3.79724,-0.521267,27.9818
85.05,3.387,-0.502126,27.2273
85.06,3.01874,-0.461031,26.4955
85.07,2.69026,-0.403827,25.7861
85.08,2.39906,-0.335236,25.0983
85.09,2.1425,-0.258988,24.4312
85.1,1.91786,-0.177964,23.7839
85.11,1.72245,-0.0943234,23.1556
85.12,1.55365,-0.00962266,22.5454
85.13,1.40899,0.0750795,21.9526
85.14,1.28612,0.159131,21.3765
85.15,1.1829,0.242209,20.8164
85.16,1.09736,0.324254,20.2718
85.17,1.02772,0.405415,19.7422
85.18,0.972405,0.486008,19.2271
85.19,0.93001,0.566477,18.7261
85.2,0.899323,0.647372,18.2388
85.21,0.8793,0.729321,17.7649
85.22,0.86906,0.813022,17.3041
85.23,0.867874,0.899228,16.8561
85.24,0.875159,0.988744,16.4206
85.25,0.890463,1.08242,15.9975
85.26,0.913463,1.18116,15.5866
85.27,0.943953,1.28591,15.1878
85.28,0.981841,1.39767,14.8009
85.29,1.02714,1.51751,14.4258
85.3,1.07997,1.64656,14.0627
85.31,1.14055,1.78603,13.7114
85.32,1.20919,1.93722,13.3722
85.33,1.28631,2.10152,13.0452
85.34,1.37242,2.28044,12.7306
85.35,1.46813,2.4756,12.4289
85.36,1.57417,2.68874,12.1406
85.37,1.69134,2.92179,11.8663
85.38,1.82058,3.17677,11.6069
85.39,1.96295,3.45592,11.3634
85.4,2.11959,3.76161,11.137
85.41,2.2918,4.09642,10.9294
85.42,2.48101,4.46307,10.7426
85.43,2.68875,4.86447,10.5788
85.44,2.91673,5.30364,10.441
85.45,3.16677,5.78375,10.3326
85.46,3.4408,6.30801,10.2578
85.47,3.74092,6.87959,10.2214
85.48,4.06928,7.50156,10.2295
85.49,4.42813,8.17668,10.2889
85.5,4.81974,8.90722,10.4078
85.51,5.24635,9.69467,10.5958
85.52,5.71008,10.5394,10.8639
85.53,6.21279,11.4401,11.2245
85.54,6.75595,12.3935,11.6916
85.55,7.34046,13.3932,12.2808
85.56,7.96634,14.4293,13.0085
85.57,8.63246,15.4875,13.8917
85.58,9.33616,16.5477,14.9469
85.59,10.0729,17.584,16.1888
85.6,10.8356,18.5634,17.6288
85.61,11.6147,19.4459,19.2721
85.62,12.397,20.1856,21.1153
85.63,13.1664,20.7319,23.1436
85.64,13.903,21.0326,25.3279
85.65,14.5843,21.0389,27.6233
85.66,15.1854,20.7103,29.9684
85.67,15.6808,20.0215,32.2877
85.68,16.0457,18.9676,34.4961
85.69,16.2586,17.5684,36.5061
85.7,16.3032,15.8696,38.2369
85.71,16.1701,13.9392,39.6229
85.72,15.8581,11.862,40.6218
85.73,15.3748,9.72965,41.2181
85.74,14.7355,7.63122,41.4234
85.75,13.9621,5.64426,41.2727
85.76,13.0812,3.8287,40.8175
85.77,12.1213,2.22404,40.1184
85.78,11.1112,0.849773,39.2374
85.79,10.0776,-0.291958,38.2328
85.8,9.04462,-1.21233,37.1547
85.81,8.03225,-1.93153,36.0438
85.82,7.0565,-2.4748,34.9307
85.83,6.12932,-2.86927,33.8374
85.84,5.25895,-3.14168,32.778
85.85,4.45037,-3.31685,31.7607
85.86,3.70587,-3.41696,30.7896
85.87,3.02553,-3.46114,29.8653
85.88,2.40777,-3.46549,28.9867
85.89,1.84976,-3.44334,28.1515
85.9,1.3478,-3.40544,27.3569
85.91,0.897622,-3.36043,26.5997
85.92,0.494629,-3.31509,25.8769
85.93,0.134099,-3.27467,25.1859
85.94,-0.188681,-3.24322,24.5241
85.95,-0.478313,-3.2238,23.8895
85.96,-0.739213,-3.21872,23.2803
85.97,-0.975567,-3.22969,22.6951
85.98,-1.1913,-3.258,22.1326
85.99,-1.39008,-3.30461,21.592
86,-1.5753,-3.37029,21.0727
86.01,-1.75008,-3.45565,20.5742
86.02,-1.91733,-3.56127,20.0963
86.03,-2.07972,-3.68769,19.639
86.04,-2.23972,-3.83549,19.2024
86.05,-2.39961,-4.00529,18.7868
86.06,-2.56154,-4.19779,18.3929
86.07,-2.72751,-4.41379,18.0212
86.08,-2.89941,-4.65417,17.6729
86.09,-3.07905,-4.9199,17.349
86.1,-3.26815,-5.21204,17.0511
86.11,-3.46837,-5.53169,16.7809
86.12,-3.68134,-5.88003,16.5406
86.13,-3.90863,-6.25819,16.3326
86.14,-4.15176,-6.66729,16.1598
86.15,-4.41222,-7.1083,16.0255
86.16,-4.69144,-7.58202,15.9337
86.17,-4.99077,-8.08892,15.8887
86.18,-5.31146,-8.62906,15.8955
86.19,-5.65463,-9.2019,15.9596
86.2,-6.02119,-9.80612,16.0871
86.21,-6.41179,-10.4394,16.2848
86.22,-6.82675,-11.0982,16.5597
86.23,-7.26596,-11.7775,16.9194
86.24,-7.72872,-12.4703,17.3714
86.25,-8.21368,-13.1676,17.9229
86.26,-8.71861,-13.8581,18.5806
86.27,-9.24032,-14.5278,19.3499
86.28,-9.77445,-15.1602,20.2342
86.29,-10.3154,-15.736,21.234
86.3,-10.856,-16.2339,22.3464
86.31,-11.3879,-16.631,23.5635
86.32,-11.9011,-16.904,24.8721
86.33,-12.3845,-17.0303,26.253
86.34,-12.8261,-16.9901,27.6806
86.35,-13.2131,-16.7683,29.1237
86.36,-13.533,-16.3562,30.5459
86.37,-13.774,-15.7535,31.9082
86.38,-13.9258,-14.9691,33.1708
86.39,-13.9804,-14.0217,34.2964
86.4,-13.9329,-12.9386,35.2526
86.41,-13.7817,-11.7544,36.015
86.42,-13.5288,-10.5078,36.5684
86.43,-13.1799,-9.23917,36.9079
86.44,-12.7441,-7.98719,37.0386
86.45,-12.2328,-6.78615,36.9741
86.46,-11.6595,-5.66408,36.7345
86.47,-11.0386,-4.64171,36.3443
86.48,-10.385,-3.73223,35.8298
86.49,-9.71269,-2.9418,35.2171
86.5,-9.03495,-2.27062,34.5308
86.51,-8.36344,-1.71412,33.7925
86.52,-7.70811,-1.26435,33.0208
86.53,-7.0771,-0.911199,32.2308
86.54,-6.47675,-0.643465,31.4342
86.55,-5.91172,-0.449676,30.6402
86.56,-5.38515,-0.31871,29.8551
86.57,-4.89884,-0.240208,29.0835
86.58,-4.45349,-0.20482,28.3283
86.59,-4.04891,-0.204326,27.5913
86.6,-3.68417,-0.231666,26.8735
86.61,-3.35785,-0.2809,26.1751
86.62,-3.06813,-0.347134,25.4963
86.63,-2.81294,-0.426426,24.8365
86.64,-2.59008,-0.515675,24.1955
86.65,-2.39731,-0.612516,23.5726
86.66,-2.23239,-0.715218,22.9675
86.67,-2.09317,-0.822586,22.3795
86.68,-1.97762,-0.933882,21.8082
86.69,-1.88382,-1.04875,21.2532
86.7,-1.81005,-1.16714,20.7141
86.71,-1.75475,-1.28927,20.1906
86.72,-1.71653,-1.4156,19.6824
86.73,-1.69419,-1.54674,19.1894
86.74,-1.68673,-1.68349,18.7114
86.75,-1.6933,-1.82675,18.2482
86.76,-1.71323,-1.97757,17.8
86.77,-1.74603,-2.1371,17.3667
86.78,-1.79136,-2.30658,16.9484
86.79,-1.84904,-2.48738,16.5455
86.8,-1.91904,-2.68093,16.1581
86.81,-2.00148,-2.88879,15.7868
86.82,-2.09661,-3.11261,15.432
86.83,-2.20483,-3.35415,15.0945
86.84,-2.32667,-3.61526,14.7752
86.85,-2.46279,-3.89791,14.4751
86.86,-2.61398,-4.20418,14.1957
86.87,-2.78116,-4.53625,13.9384
86.88,-2.96537,-4.89638,13.7053
86.89,-3.16777,-5.28689,13.4987
86.9,-3.38963,-5.71017,13.3214
86.91,-3.63235,-6.16858,13.1765
86.92,-3.89738,-6.66443,13.0681
86.93,-4.18628,-7.19988,13.0007
86.94,-4.50064,-7.77684,12.9795
86.95,-4.84205,-8.3968,13.0106
86.96,-5.2121,-9.06067,13.1012
86.97,-5.61223,-9.76852,13.2593
86.98,-6.04374,-10.5193,13.4937
86.99,-6.50761,-11.3104,13.8146
87,-7.00441,-12.1375,14.2328
87.01,-7.5341,-12.9936,14.7598
87.02,-8.09587,-13.8689,15.4074
87.03,-8.68789,-14.7501,16.1874
87.04,-9.30703,-15.6199,17.1103
87.05,-9.94862,-16.4567,18.1848
87.06,-10.6061,-17.2343,19.4159
87.07,-11.271,-17.9221,20.8041
87.08,-11.9323,-18.4861,22.343
87.09,-12.577,-18.8902,24.0177
87.1,-13.1895,-19.0983,25.8037
87.11,-13.7527,-19.0775,27.6659
87.12,-14.2482,-18.8013,29.5587
87.13,-14.6572,-18.254,31.4278
87.14,-14.9619,-17.4333,33.213
87.15,-15.1468,-16.3528,34.8529
87.16,-15.1998,-15.043,36.2901
87.17,-15.1139,-13.5491,37.4765
87.18,-14.8873,-11.9278,38.3783
87.19,-14.5244,-10.2419,38.9784
87.2,-14.035,-8.55437,39.2777
87.21,-13.4339,-6.92302,39.2929
87.22,-12.7394,-5.39583,39.0537
87.23,-11.9723,-4.00842,38.5985
87.24,-11.1538,-2.78323,37.9692
87.25,-10.3049,-1.73031,37.208
87.26,-9.44499,-0.849209,36.3536
87.27,-8.59103,-0.131418,35.4398
87.28,-7.75737,0.437072,34.4942
87.29,-6.95548,0.87347,33.5385
87.3,-6.19402,1.1963,32.5885
87.31,-5.47904,1.42398,31.6552
87.32,-4.81432,1.57391,30.746
87.33,-4.20172,1.66186,29.8649
87.34,-3.64146,1.70169,29.0139
87.35,-3.13258,1.70531,28.1935
87.36,-2.67311,1.68273,27.4031
87.37,-2.26044,1.64222,26.6416
87.38,-1.89149,1.59047,25.9074
87.39,-1.5629,1.53283,25.1991
87.4,-1.27117,1.47349,24.5151
87.41,-1.0128,1.4157,23.8537
87.42,-0.784344,1.36189,23.2138
87.43,-0.582477,1.31389,22.5939
87.44,-0.404053,1.273,21.9931
87.45,-0.246116,1.24014,21.4104
87.46,-0.105922,1.21593,20.8448
87.47,0.0190618,1.20077,20.2958
87.48,0.131158,1.19492,19.7627
87.49,0.232487,1.19852,19.2448
87.5,0.324977,1.21169,18.7417
87.51,0.410385,1.23449,18.253
87.52,0.490305,1.26703,17.7782
87.53,0.566193,1.30944,17.3171
87.54,0.639378,1.36189,16.8694
87.55,0.711086,1.42463,16.4348
87.56,0.782452,1.498,16.0131
87.57,0.854539,1.58241,15.6041
87.58,0.928354,1.6784,15.2079
87.59,1.00486,1.78659,14.8242
87.6,1.08501,1.90773,14.4531
87.61,1.16972,2.04272,14.0948
87.62,1.25992,2.19254,13.7493
87.63,1.35656,2.35837,13.4168
87.64,1.46061,2.54149,13.0978
87.65,1.57308,2.74338,12.7927
87.66,1.69503,2.96564,12.5021
87.67,1.82759,3.21008,12.2268
87.68,1.97194,3.47867,11.9677
87.69,2.12937,3.77355,11.7261
87.7,2.30125,4.09707,11.5036
87.71,2.48904,4.45172,11.3019
87.72,2.69433,4.8402,11.1232
87.73,2.9188,5.26531,10.9704
87.74,3.16425,5.73,10.8467
87.75,3.4326,6.23726,10.756
87.76,3.72587,6.79008,10.703
87.77,4.04616,7.39132,10.6932
87.78,4.39563,8.04359,10.7331
87.79,4.77648,8.74904,10.8306
87.8,5.19085,9.50912,10.9945
87.81,5.64078,10.3242,11.2351
87.82,6.1281,11.1933,11.5642
87.83,6.65424,12.1134,11.9949
87.84,7.22011,13.0787,12.5416
87.85,7.82585,14.0804,13.2199
87.86,8.47051,15.1053,14.0457
87.87,9.15176,16.1354,15.0348
87.88,9.86552,17.1467,16.2016
87.89,10.6055,18.1092,17.557
87.9,11.3628,18.9863,19.1072
87.91,12.1257,19.7354,20.8507
87.92,12.8792,20.3092,22.7754
87.93,13.6052,20.6586,24.8567
87.94,14.2825,20.7363,27.0552
87.95,14.8879,20.502,29.3163
87.96,15.3971,19.9277,31.5714
87.97,15.7863,19.0039,33.7417
87.98,16.0341,17.7431,35.7443
87.99,16.1234,16.1818,37.5003
88,16.0433,14.3789,38.943
88.01,15.7907,12.4105,40.0252
88.02,15.3702,10.3621,40.7245
88.03,14.7945,8.31944,41.0437
88.04,14.0826,6.35993,41.0092
88.05,13.2586,4.54612,40.6648
88.06,12.3493,2.92215,40.0653
88.07,11.3823,1.51302,39.2693
88.08,10.3839,0.326521,38.3334
88.09,9.37826,-0.643495,37.3081
88.1,8.38583,-1.41311,36.2354
88.11,7.42341,-2.00452,35.148
88.12,6.50391,-2.44284,34.0699
88.13,5.63657,-2.75362,33.0175
88.14,4.82737,-2.96118,32.001
88.15,4.07951,-3.08762,31.0261
88.16,3.39392,-3.15231,30.0947
88.17,2.76972,-3.1718,29.2067
88.18,2.20469,-3.15989,28.3606
88.19,1.69561,-3.12788,27.5539
88.2,1.23862,-3.08491,26.784
88.21,0.829433,-3.0382,26.0481
88.22,0.46358,-2.99342,25.3436
88.23,0.136528,-2.95497,24.668
88.24,-0.156186,-2.92619,24.0192
88.25,-0.418879,-2.90961,23.3955
88.26,-0.655665,-2.90712,22.7954
88.27,-0.87042,-2.92012,22.2175
88.28,-1.06677,-2.94968,21.661
88.29,-1.24808,-2.99661,21.125
88.3,-1.41747,-3.06156,20.609
88.31,-1.57782,-3.14509,20.1125
88.32,-1.73178,-3.24774,19.6355
88.33,-1.8818,-3.37004,19.1778
88.34,-2.03015,-3.51258,18.7396
88.35,-2.17896,-3.67602,18.3211
88.36,-2.3302,-3.86112,17.9228
88.37,-2.48575,-4.06874,17.5454
88.38,-2.64738,-4.29984,17.1897
88.39,-2.8168,-4.5555,16.8567
88.4,-2.99566,-4.83691,16.5478
88.41,-3.18558,-5.14535,16.2645
88.42,-3.38814,-5.48215,16.0088
88.43,-3.6049,-5.84873,15.783
88.44,-3.83742,-6.24646,15.5897
88.45,-4.08722,-6.6767,15.4321
88.46,-4.35581,-7.14066,15.3138
88.47,-4.64467,-7.63935,15.2389
88.48,-4.95521,-8.17345,15.2124
88.49,-5.28874,-8.74316,15.2395
88.5,-5.64646,-9.34804,15.3266
88.51,-6.02935,-9.9868,15.4802
88.52,-6.43813,-10.657,15.7078
88.53,-6.87317,-11.3549,16.0174
88.54,-7.33435,-12.0749,16.4172
88.55,-7.82093,-12.8095,16.9158
88.56,-8.33143,-13.5488,17.5214
88.57,-8.86342,-14.2799,18.2413
88.58,-9.41334,-14.9874,19.0816
88.59,-9.97637,-15.6525,20.046
88.6,-10.5462,-16.2537,21.1351
88.61,-11.115,-16.767,22.345
88.62,-11.6732,-17.1668,23.6666
88.63,-12.2098,-17.4268,25.0843
88.64,-12.7122,-17.5224,26.5756
88.65,-13.1672,-17.4322,28.1108
88.66,-13.5606,-17.1405,29.6539
88.67,-13.8787,-16.6398,31.1636
88.68,-14.1088,-15.9321,32.5958
88.69,-14.2402,-15.0306,33.9065
88.7,-14.2648,-13.959,35.0556
88.71,-14.1782,-12.751,36.0096
88.72,-13.9799,-11.4472,36.7447
88.73,-13.6735,-10.0922,37.2483
88.74,-13.2668,-8.73087,37.5197
88.75,-12.7705,-7.40474,37.5689
88.76,-12.1985,-6.14943,37.4148
88.77,-11.566,-4.99263,37.0829
88.78,-10.8892,-3.95342,36.6019
88.79,-10.1841,-3.04241,36.0016
88.8,-9.46573,-2.2627,35.3107
88.81,-8.74777,-1.61127,34.5548
88.82,-8.04205,-1.08054,33.7564
88.83,-7.3584,-0.659888,32.9337
88.84,-6.70461,-0.336981,32.1013
88.85,-6.08651,-0.0988702,31.27
88.86,-5.50815,0.0672102,30.4478
88.87,-4.97202,0.173283,29.6402
88.88,-4.47928,0.230284,28.8506
88.89,-4.02997,0.247887,28.0813
88.9,-3.62332,0.234446,27.3332
88.91,-3.25785,0.197023,26.6066
88.92,-2.93164,0.141473,25.9012
88.93,-2.64244,0.0725508,25.2167
88.94,-2.38781,-0.00596221,24.5522
88.95,-2.16522,-0.091131,23.9072
88.96,-1.97215,-0.180746,23.2809
88.97,-1.80613,-0.273211,22.6725
88.98,-1.6648,-0.367439,22.0813
88.99,-1.54595,-0.462771,21.5069
89,-1.44752,-0.558891,20.9484
89.01,-1.36763,-0.655768,20.4056
89.02,-1.30461,-0.753601,19.8779
89.03,-1.25696,-0.852774,19.365
89.04,-1.22337,-0.953823,18.8665
89.05,-1.20271,-1.05741,18.382
89.06,-1.19402,-1.1643,17.9115
89.07,-1.19653,-1.27534,17.4545
89.08,-1.2096,-1.39147,17.011
89.09,-1.23277,-1.5137,16.5809
89.1,-1.2657,-1.64311,16.164
89.11,-1.30821,-1.78086,15.7604
89.12,-1.36023,-1.92816,15.3701
89.13,-1.42184,-2.08634,14.9932
89.14,-1.49322,-2.25679,14.6298
89.15,-1.57468,-2.44101,14.2804
89.16,-1.66664,-2.6406,13.9453
89.17,-1.76967,-2.85727,13.6249
89.18,-1.88441,-3.09287,13.32
89.19,-2.01164,-3.34935,13.0314
89.2,-2.15227,-3.62884,12.7601
89.21,-2.30731,-3.93356,12.5075
89.22,-2.47792,-4.2659,12.2751
89.23,-2.66535,-4.6284,12.0649
89.24,-2.87101,-5.02369,11.8793
89.25,-3.09641,-5.45451,11.7209
89.26,-3.3432,-5.92368,11.5932
89.27,-3.61311,-6.43399,11.5001
89.28,-3.908,-6.98821,11.4465
89.29,-4.2298,-7.58886,11.4378
89.3,-4.58048,-8.23819,11.4808
89.31,-4.962,-8.93787,11.583
89.32,-5.37627,-9.68879,11.7532
89.33,-5.82505,-10.4907,12.0015
89.34,-6.30985,-11.3419,12.3393
89.35,-6.83175,-12.2386,12.7791
89.36,-7.39126,-13.1742,13.3346
89.37,-7.98807,-14.1391,14.0203
89.38,-8.62079,-15.1195,14.8506
89.39,-9.28662,-16.0969,15.8395
89.4,-9.98099,-17.0473,16.9991
89.41,-10.6973,-17.941,18.338
89.42,-11.4263,-18.7429,19.8594
89.43,-12.1561,-19.4123,21.5591
89.44,-12.8721,-19.9056,23.4225
89.45,-13.5565,-20.178,25.4234
89.46,-14.1893,-20.1876,27.5219
89.47,-14.7487,-19.9002,29.6646
89.48,-15.2122,-19.2939,31.7864
89.49,-15.5581,-18.364,33.8141
89.5,-15.7676,-17.1263,35.6723
89.51,-15.8259,-15.6179,37.2904
89.52,-15.7242,-13.8951,38.61
89.53,-15.4607,-12.0287,39.5911
89.54,-15.0408,-10.0968,40.2158
89.55,-14.4771,-8.17697,40.4888
89.56,-13.7877,-6.33845,40.4353
89.57,-12.9953,-4.63711,40.0956
89.58,-12.1246,-3.11224,39.5196
89.59,-11.2012,-1.7862,38.7602
89.6,-10.2494,-0.666031,37.8689
89.61,-9.29143,0.253621,36.8912
89.62,-8.34622,0.987038,35.8656
89.63,-7.42938,1.5541,34.8223
89.64,-6.55297,1.97743,33.7838
89.65,-5.72568,2.28022,32.7656
89.66,-4.95323,2.48468,31.7777
89.67,-4.23876,2.61116,30.8259
89.68,-3.58328,2.67759,29.9127
89.69,-2.98612,2.6994,29.0385
89.7,-2.44534,2.68955,28.2023
89.71,-1.95806,2.65871,27.4022
89.72,-1.52073,2.61554,26.6359
89.73,-1.12945,2.56695,25.9012
89.74,-0.780056,2.51839,25.1958
89.75,-0.46836,2.47407,24.5175
89.76,-0.190204,2.43722,23.8644
89.77,0.0584384,2.41029,23.235
89.78,0.281413,2.39511,22.6276
89.79,0.482347,2.39301,22.0413
89.8,0.664636,2.40502,21.4749
89.81,0.831433,2.43187,20.9277
89.82,0.985655,2.47416,20.399
89.83,1.12999,2.53238,19.8884
89.84,1.26692,2.60698,19.3954
89.85,1.39874,2.69843,18.9199
89.86,1.52754,2.8072,18.4618
89.87,1.6553,2.93388,18.0211
89.88,1.78385,3.07912,17.5979
89.89,1.91491,3.24369,17.1925
89.9,2.05014,3.42848,16.8054
89.91,2.1911,3.6345,16.437
89.92,2.33932,3.86291,16.0883
89.93,2.49631,4.115,15.7601
89.94,2.66355,4.3922,15.4536
89.95,2.84254,4.69605,15.1704
89.96,3.03476,5.02822,14.9122
89.97,3.24174,5.39045,14.681
89.98,3.46502,5.78455,14.4796
89.99,3.70617,6.21233,14.3108
90,3.96678,6.67557,14.1781
90.01,4.24846,7.17591,14.0857
90.02,4.5528,7.71476,14.0383
90.03,4.88137,8.29319,14.0414
90.04,5.23565,8.91171,14.1013
90.05,5.61701,9.57011,14.225
90.06,6.02662,10.2672,14.4205
90.07,6.46536,11.0005,14.6965
90.08,6.93372,11.7657,15.0624
90.09,7.43164,12.5568,15.5281
90.1,7.95836,13.365,16.1039
90.11,8.51223,14.1785,16.7997
90.12,9.09049,14.9826,17.6246
90.13,9.68904,15.7584,18.5858
90.14,10.3022,16.4836,19.6879
90.15,10.9225,17.1321,20.9315
90.16,11.5407,17.675,22.3114
90.17,12.1453,18.0812,23.8159
90.18,12.7231,18.3195,25.4252
90.19,13.2594,18.3609,27.1105
90.2,13.738,18.1812,28.8345
90.21,14.1426,17.7642,30.5519
90.22,14.4572,17.1043,32.2121
90.23,14.6676,16.209,33.7618
90.24,14.7622,15.0993,35.15
90.25,14.7331,13.8094,36.3316
90.26,14.5772,12.3846,37.2719
90.27,14.296,10.8767,37.9497
90.28,13.8963,9.34032,38.358
90.29,13.3892,7.82772,38.5045
90.3,12.7894,6.38474,38.4089
90.31,12.1143,5.04803,38.1
90.32,11.3825,3.84351,37.6119
90.33,10.6127,2.78633,36.981
90.34,9.82299,1.88185,36.2423
90.35,9.02963,1.12737,35.4277
90.36,8.2469,0.5142,34.5648
90.37,7.48663,0.0295879,33.6757
90.38,6.75821,-0.341447,32.7782
90.39,6.06866,-0.614708,31.8851
90.4,5.42282,-0.805762,31.0055
90.41,4.82364,-0.929222,30.1456
90.42,4.27245,-0.998325,29.309
90.43,3.7693,-1.02472,28.4976
90.44,3.31317,-1.01841,27.7119
90.45,2.90228,-0.987815,26.9519
90.46,2.5343,-0.939903,26.2169
90.47,2.20649,-0.880316,25.5057
90.48,1.91593,-0.813548,24.8173
90.49,1.65958,-0.743112,24.1505
90.5,1.43439,-0.671688,23.5043
90.51,1.23739,-0.601268,22.8774
90.52,1.06573,-0.533283,22.2689
90.53,0.916719,-0.468707,21.6781
90.54,0.787842,-0.408154,21.1039
90.55,0.676782,-0.351955,20.5459
90.56,0.581423,-0.300227,20.0032
90.57,0.499846,-0.252923,19.4753
90.58,0.430326,-0.209878,18.9618
90.59,0.371322,-0.170845,18.4621
90.6,0.321465,-0.135521,17.9757
90.61,0.279548,-0.103571,17.5024
90.62,0.244512,-0.0746394,17.0416
90.63,0.215431,-0.0483697,16.593
90.64,0.191504,-0.0244071,16.1563
90.65,0.172036,-0.00240683,15.7311
90.66,0.156432,0.0179623,15.3172
90.67,0.144186,0.0370163,14.9142
90.68,0.134867,0.055055,14.5218
90.69,0.128114,0.0723626,14.1397
90.7,0.123626,0.0892091,13.7678
90.71,0.121157,0.105852,13.4056
90.72,0.120506,0.122537,13.053
90.73,0.121517,0.139504,12.7096
90.74,0.124069,0.156985,12.3754
90.75,0.128077,0.175211,12.0499
90.76,0.133482,0.194414,11.7331
90.77,0.140258,0.214829,11.4246
90.78,0.1484,0.236696,11.1243
90.79,0.157928,0.260268,10.832
90.8,0.168886,0.285808,10.5474
90.81,0.181338,0.313599,10.2703
90.82,0.19537,0.343942,10.0007
90.83,0.211091,0.377164,9.73825
90.84,0.228632,0.41362,9.48285
90.85,0.248144,0.453699,9.23434
90.86,0.269806,0.497827,8.99256
90.87,0.29382,0.546473,8.75738
90.88,0.320418,0.600156,8.52867
90.89,0.34986,0.65945,8.30633
90.9,0.38244,0.724991,8.09025
90.91,0.418486,0.797483,7.88037
90.92,0.458369,0.877712,7.67663
90.93,0.5025,0.966547,7.47899
90.94,0.55134,1.06496,7.28747
90.95,0.605404,1.17402,7.10209
90.96,0.665265,1.29493,6.92294
90.97,0.731562,1.42902,6.75015
90.98,0.805008,1.57778,6.58392
90.99,0.886396,1.74285,6.42452
91,0.976609,1.92606,6.27231
91.01,1.07663,2.12943,6.1278
91.02,1.18755,2.35522,5.99159
91.03,1.31059,2.60592,5.86448
91.04,1.44709,2.88428,5.7475
91.05,1.59855,3.19332,5.6419
91.06,1.76662,3.53638,5.54928
91.07,1.95314,3.9171,5.47162
91.08,2.16012,4.33943,5.41138
91.09,2.38978,4.80767,5.37161
91.1,2.64454,5.32639,5.35607
91.11,2.92707,5.90046,5.36938
91.12,3.24021,6.53492,5.41721
91.13,3.58707,7.23494,5.50649
91.14,3.97091,8.0056,5.64566
91.15,4.39517,8.85168,5.8449
91.16,4.8634,9.7773,6.11648
91.17,5.37912,10.7854,6.475
91.18,5.94576,11.8773,6.93768
91.19,6.56638,13.0515,7.52454
91.2,7.24348,14.3028,8.25849
91.21,7.97855,15.621,9.16504
91.22,8.77169,16.9889,10.2718
91.23,9.62095,18.3812,11.6071
91.24,10.5216,19.7617,13.1982
91.25,11.4655,21.0826,15.0683
91.26,12.44,22.283,17.2321
91.27,13.4273,23.2897,19.6909
91.28,14.4037,24.0197,22.4263
91.29,15.3397,24.3859,25.395
91.3,16.2005,24.3055,28.5239
91.31,16.9473,23.7119,31.7096
91.32,17.5401,22.5675,34.8231
91.33,17.9409,20.8758,37.7198
91.34,18.1179,18.6876,40.2561
91.35,18.0496,16.1007,42.3084
91.36,17.7278,13.25,43.791
91.37,17.1587,10.2897,44.6674
91.38,16.363,7.37327,44.9533
91.39,15.3732,4.63352,44.7094
91.4,14.2295,2.16981,44.0277
91.41,12.9762,0.0423656,43.0153
91.42,11.657,-1.72582,41.7788
91.43,10.3122,-3.14217,40.4138
91.44,8.97659,-4.23548,38.9981
91.45,7.67798,-5.04695,37.5897
91.46,6.43751,-5.62276,36.2287
91.47,5.26982,-6.00879,34.9395
91.48,4.18397,-6.24725,33.7345
91.49,3.18438,-6.37504,32.6178
91.5,2.27182,-6.42322,31.5877
91.51,1.44433,-6.41715,30.6393
91.52,0.69795,-6.37709,29.7659
91.53,0.0273961,-6.31889,28.9603
91.54,-0.573437,-6.25477,28.2156
91.55,-1.11109,-6.19398,27.5252
91.56,-1.59224,-6.1434,26.8835
91.57,-2.02349,-6.10808,26.2856
91.58,-2.41123,-6.09162,25.7276
91.59,-2.76153,-6.09652,25.2063
91.6,-3.08006,-6.12443,24.7193
91.61,-3.37209,-6.17638,24.2647
91.62,-3.64246,-6.25294,23.8414
91.63,-3.89558,-6.3543,23.4485
91.64,-4.13546,-6.48041,23.0858
91.65,-4.36571,-6.63103,22.7533
91.66,-4.58954,-6.80574,22.4515
91.67,-4.80985,-7.00402,22.1809
91.68,-5.02917,-7.2252,21.9426
91.69,-5.24975,-7.46851,21.7378
91.7,-5.47352,-7.733,21.5679
91.71,-5.70215,-8.01757,21.4346
91.72,-5.93702,-8.3209,21.3397
91.73,-6.17925,-8.64142,21.2852
91.74,-6.42969,-8.97723,21.2732
91.75,-6.6889,-9.32608,21.3058
91.76,-6.95717,-9.68527,21.3852
91.77,-7.23446,-10.0516,21.5136
91.78,-7.52043,-10.4214,21.6928
91.79,-7.81436,-10.7903,21.9246
91.8,-8.11519,-11.1534,22.2102
91.81,-8.42144,-11.505,22.5504
